User-ID,Location,Age
13748,"forest park, illinois, usa",43.0
13750,"mackay, queensland, australia",40.0
13751,"adelaide, south australia, australia",20.0
13752,"wilmington, delaware, usa",57.0
13753,"oakville, ontario, canada",23.0
13754,"arlington, washington, usa",48.0
13755,"arlington heights, illinois, usa",16.0
13757,"brisbane, queensland, australia",13.0
13758,"dortmund, nordrhein-westfalen, guatemala",48.0
13759,"winchester, connecticut, usa",62.0
13760,"columbus, new jersey, usa",84.0
13761,"manchester, england, united kingdom",37.0
13762,"hershey, pennsylvania, usa",58.0
13764,"seattle, washington, usa",30.0
13765,"vancouver, british columbia, canada",15.0
13767,"cambria, wisconsin, usa",42.0
13769,"philadelphia, pennsylvania, usa",53.0
13770,"san leandro, california, usa",28.0
13771,"costa mesa, california, usa",26.0
13772,"parma, parma, italy",25.0
13773,"pirmasens, rheinland-pfalz, germany",24.0
13775,"cave creek, arizona, usa",18.0
13777,"salem, n/a, india",35.0
13778,"sevilla, stroud, spain",44.0
13779,"coolum, queensland, australia",42.0
13781,"woodstock, new brunswick, canada",19.0
13784,"durham, north carolina, usa",24.0
13785,"ponce, puerto rico, spain",37.0
13786,"edinburgh, scotland, united kingdom",25.0
13788,"cape town, western cape, south africa",35.0
13789,"ripoll, girona, spain",42.0
13790,"cockeysville, maryland, usa",22.0
13791,"beaverton, oregon, usa",39.0
13794,"aurora, illinois, usa",31.0
13796,"las palmas g.c., canarias,islas canarias, spain",42.0
13799,"bolivar, missouri, usa",24.0
13800,"indianapolis, indiana, usa",47.0
13801,"burlington, ontario, canada",104.0
13804,"colle umberto, treviso, italy",30.0
13806,"trégunc, bretagne, france",19.0
13807,"yerevan, n/a, armenia",33.0
13808,"lauterbach, hessen, germany",16.0
13810,"berlin, berlin, germany",37.0
13811,"brighton, , usa",41.0
13812,"madrid, madrid, spain",24.0
13813,"wels, oberösterreich, austria",32.0
13814,"meckenheim, nordrhein-westfalen, germany",31.0
13815,"carregado, n/a, portugal",31.0
13816,"inverness, scotland, united kingdom",45.0
13822,"london, england, united kingdom",30.0
13823,"belleville, new jersey, usa",34.0
13825,"aberdeen, scotland, united kingdom",28.0
13826,"sao paulo, sao paulo, brazil",47.0
13827,"greenfield, indiana, usa",25.0
13828,"seixal, setúbal, portugal",16.0
13829,"anghiari, toscana, italy",36.0
13830,"edmonds, washington, usa",39.0
13835,"paris, ile de france, france",18.0
13836,"wichita, kansas, usa",69.0
13837,"hamden, hamburg, usa",37.0
13838,"parkville, victoria, australia",22.0
13840,"darwin, northern territory, australia",8.0
13841,"placerville, california, usa",43.0
13842,"honolulu, hawaii, usa",25.0
13843,"franklinton, north carolina, usa",20.0
13847,"lansing, michigan, usa",15.0
13848,"canton, michigan, usa",38.0
13850,"online, n/a, usa",28.0
13851,"oviedo, florida, usa",31.0
13853,"collinsville, virginia, usa",57.0
13854,"leon valley, texas, usa",50.0
13855,"south hadley, massachusetts, usa",19.0
13859,"hinesville, georgia, usa",34.0
13860,"leesville, louisiana, usa",25.0
13861,"o`fallon, missouri, usa",24.0
13862,"slidell, louisiana, usa",19.0
13865,"christchurch, rheinland-pfalz, new zealand",46.0
13867,"nantes, loire atlantique, france",24.0
13868,"augsburg, bayern, germany",40.0
13869,"milano, lombardia, italy",41.0
13870,"paris, ile de france, france",31.0
13871,"nancy, victoria, france",38.0
13872,"barcelona, catalunya, spain",17.0
13873,"granollers, barcelona, catalunya",26.0
13874,"montreuil, ile-de-france, france",46.0
13876,"leonberg, baden-wuerttemberg, germany",41.0
13877,"gainesville, florida, usa",27.0
13878,"minnetonka, minnesota, usa",20.0
13880,"singapore, n/a, singapore",27.0
13882,"malaybalay city, bukidnon, philippines",19.0
13883,"chula vista, california, usa",18.0
13884,"port hardy, british columbia, canada",55.0
13888,"madrid, madrid, spain",39.0
13889,"colton, california, usa",23.0
13891,"ashtabula, ohio, usa",58.0
13892,"sao paulo, sao paulo, brazil",64.0
13893,"kangasala, n/a, finland",39.0
13897,"calgary, alberta, canada",36.0
13898,"mã¼nchen, baveria, germany",44.0
13901,"amherst, new york, usa",53.0
13902,"berlin, berlin, germany",24.0
13903,"orrville, ohio, usa",57.0
13904,"jindivick, victoria, australia",24.0
13906,"rabun gap, georgia, usa",66.0
13907,"tübingen, baden-wuerttemberg, germany",27.0
13908,"avon, connecticut, usa",52.0
13909,"göteborg, västragötaland, sweden",23.0
13910,"oosterhout, ``n/a``, netherlands",61.0
13911,"norwich, yukon territory, united kingdom",13.0
13912,"den burg, noord-holland, netherlands",18.0
13913,"rotterdam, zuid-holland, netherlands",29.0
13914,"tel aviv, no states in israel :), israel",0.0
13916,"genève, n/a, switzerland",35.0
13918,"losangels, california, usa",34.0
13919,"barcelona, n/a, spain",25.0
13920,"boise, idaho, usa",34.0
13925,"roy, ,",34.0
13926,"manchester, england, united kingdom",27.0
13927,"baker city, oregon, usa",13.0
13928,"mainz, rheinland-pfalz, germany",24.0
13929,"ann arbor, michigan, usa",39.0
13930,"barcelona, n/a, spain",31.0
13931,"auckland, nfa, new zealand",64.0
13932,"albacete, castilla la mancha, spain",24.0
13933,"boston, massachusetts, usa",36.0
13934,"sheffield, england, united kingdom",54.0
13935,"lancaster, pennsylvania, usa",36.0
13936,"godoy cruz, mendoza, argentina",40.0
13939,"mendoza, n/a, argentina",28.0
13941,"cupertino, california, usa",60.0
13944,"adelaide, south australia, australia",48.0
13945,"mumbai, indiana, india",22.0
13947,"jakarta, north carolina, usa",32.0
13948,"barreiro, barreiro, portugal",33.0
13949,"madrid, n/a, spain",40.0
13955,"cormano, lombardia, italy",34.0
13957,"pittsburgh, pennsylvania, usa",18.0
13960,"ottawa, ontario, canada",23.0
13962,"augsburg, bayern, germany",1.0
13963,"palermo, sicilia, italy",27.0
13964,"muskegon,, michigan, usa",50.0
13965,"delhi, iowa, india",37.0
13967,"orsay, ile-de-france, france",53.0
13969,"rioz, franche-comte, france",48.0
13971,"surat, gujarat, india",21.0
13973,"las vegas, nevada, usa",18.0
13974,"las vegas, nevada, usa",63.0
13975,"mississauga, ontario, canada",34.0
13976,"distrito federal, n/a, mexico",27.0
13977,"alcala de guadaíra, sevilla, spain",29.0
13979,"santa coloma de queralt, catalonia, spain",41.0
13980,"austin, colorado, usa",17.0
13981,"hoyo de manzanares, madrid, spain",44.0
13983,"como, lombardia, italy",26.0
13984,"fort lauderdale, florida, usa",28.0
13985,"zwevezele, west flanders, belgium",22.0
13986,"edinburgh, scotland, united kingdom",26.0
13987,"denkendorf, bayern, germany",15.0
13989,"aurora, colorado, usa",36.0
13990,"vienna, vienna, austria",27.0
13993,"arlington, virginia, usa",28.0
13994,"brookshire, texas, usa",44.0
13996,"london, england, united kingdom",20.0
13997,"arrigorriaga, basque country, spain",27.0
13998,"brescia, lombardia, italy",31.0
13999,"valencia, valencia, spain",26.0
14000,"louisville, kentucky, usa",23.0
14001,"bainbridge, ohio, usa",69.0
14002,"toronto, ontario, canada",43.0
14003,"hospitalet de llobregat, barcelona, spain",35.0
14005,"campbellsport, wisconsin, usa",19.0
14006,"mayaguez, puerto rico, usa",32.0
14007,"berkeley, ,",56.0
14008,"hamburg, hamburg, germany",22.0
14009,"verdun, quebec, canada",34.0
14010,"charleston, south carolina, usa",28.0
14011,"sao paulo, sao paulo, brazil",24.0
14012,"madison, wisconsin, united kingdom",25.0
14013,"valencia, valencia, spain",27.0
14014,"palatine, illinois, usa",37.0
14015,"arrasate, gipuzkoa, spain",27.0
14017,"jamnagar, gujarat, india",20.0
14018,"brisbane, queensland, australia",14.0
14019,"tehran, emilia romagna, iran",50.0
14020,"linares, jaén, spain",26.0
14021,"1, alabama, russia",23.0
14024,"pergine valsugana (tn), trentino-alto-adige, italy",17.0
14025,"chicago, illinois, usa",22.0
14026,"méxico d.f., méxico. d.f., mexico",42.0
14027,"aspley, queensland, australia",64.0
14028,"san jose, california, usa",39.0
14029,"nashville, tennessee, usa",25.0
14031,"saint-jean-port-joli, quebec, canada",32.0
14032,"trois-rivieres, quebec, canada",20.0
14033,"milano, milano, italy",30.0
14034,"lahor, pennsylvania, pakistan",20.0
14035,"islamabad, islamabad, pakistan",41.0
14038,"bahawalpur, panjab, pakistan",20.0
14039,"riyadh, riyadh, saudi arabia",26.0
14042,"kenitra, kenitra, morocco",22.0
14043,"wellington, ohio, usa",59.0
14046,"auburn, california, usa",68.0
14047,"stony brook, new york, usa",30.0
14050,"arcadia, florida, usa",71.0
14059,"tryon, north carolina, usa",64.0
14061,"carnegie, victoria, australia",42.0
14063,"barañain, navarra, spain",25.0
14064,"sant cugat, barcelona, spain",47.0
14068,"london, england, united kingdom",35.0
14069,"montreal, quebec, canada",19.0
14070,"las vegas, nevada, usa",34.0
14071,"toms river, new jersey, usa",70.0
14072,"zaragoza, zaragoza, spain",29.0
14073,"merate, lombardia, italy",26.0
14074,"livermore falls, maine, usa",15.0
14076,"niederwangen, berne, switzerland",56.0
14077,"ottawa, ontario, canada",60.0
14078,"woodinville, washington, usa",52.0
14079,"valencia, valencia, spain",41.0
14080,"paris, ile de france, france",26.0
14084,"christchurch, canterbury, new zealand",37.0
14085,"granby, connecticut, usa",56.0
14086,"leioa, bizkaia, spain",26.0
14087,"ann arbor, michigan, usa",31.0
14088,"portsmouth, virginia, usa",51.0
14090,"torino, piemonte, italy",34.0
14091,"battle ground, washington, usa",41.0
14096,"tempe, arizona, usa",27.0
14098,"livermore, california, usa",17.0
14099,"böblingen, baden-wuerttemberg, germany",39.0
14100,"palmerston north, manawatu,",47.0
14101,"perth, western australia, australia",35.0
14102,"mexico, df, mexico",50.0
14103,"markt piesting, lower austria, austria",20.0
14104,"makanda, illinois, usa",40.0
14105,"córdoba, ,",24.0
14106,"vancouver, british columbia, canada",69.0
14107,"winchester, england, united kingdom",39.0
14108,"denver, colorado, usa",40.0
14109,"valencia, carabobo, venezuela",47.0
14110,"santiago de compostela, la coruña, spain",24.0
14112,"moscow, n/a, russia",37.0
14113,"fuengirola, málaga, spain",16.0
14115,"alpharetta, georgia, usa",45.0
14116,"dallas, texas, usa",31.0
14118,"córdoba, córdoba, spain",51.0
14119,"guipuzcoa, guipuzcoa, spain",26.0
14121,"grande prairie, alberta, canada",18.0
14122,"tehran, tehran, iran",19.0
14123,"los angeles, california, usa",27.0
14124,"port huron, michigan, usa",17.0
14127,"dortmund, nordrhein-westfalen, germany",31.0
14128,"nashville, tennessee, usa",49.0
14130,"essex, lombardia, united kingdom",41.0
14131,"dallas, texas, usa",29.0
14133,"madrid, madrid, spain",16.0
14134,"taberg, new york, usa",17.0
14136,"st paul, minnesota, usa",19.0
14137,"edinburgh, scotland, united kingdom",52.0
14138,"naracoorte, south australia, australia",14.0
14139,"london, n/a, united kingdom",26.0
14142,"karben, hessen, germany",67.0
14145,"bad nauheim, hessen, germany",45.0
14146,"rome, lazio, italy",30.0
14148,"borgaro toriniese, torino, italy",25.0
14149,"boston, massachusetts, usa",26.0
14151,"new orleans, louisiana, usa",53.0
14153,"mill valley, california, usa",41.0
14154,"savigliano, piemonte, italy",33.0
14155,"tirana, n/a, albania",34.0
14156,"tucson, arizona, usa",21.0
14157,"istanbul, new york, turkey",32.0
14158,"paris, ile de france, france",35.0
14159,"adelaide, south australia, australia",13.0
14161,"kua, kunkun, afghanistan",25.0
14162,"ferrol, a coruña, spain",22.0
14163,"san francisco, california, usa",36.0
14164,"sant cugat del vallés, catalunya, spain",53.0
14165,"malaga, malaga, spain",30.0
14166,"hamburg, hamburg, germany",47.0
14167,"milano, lombardia, italy",23.0
14168,"madrid, madrid, spain",39.0
14169,"barcelona, montgat, spain",21.0
14170,"louisville, colorado, usa",41.0
14171,"amarillo, texas, usa",44.0
14172,"richmond, virginia, usa",36.0
14174,"st. louis, missouri, usa",62.0
14176,"mattoon, illinois, usa",57.0
14178,"brisbane, queensland, australia",51.0
14179,"sunnyvale, california, usa",36.0
14186,"mexico, atizapan edo. mex., mexico",65.0
14187,"oak park, illinois, usa",46.0
14188,"cardiff, wales, united kingdom",38.0
14191,"cincinnati, ohio, usa",38.0
14192,"west wyoming, pennsylvania, usa",35.0
14193,"victoria, british columbia, canada",27.0
14194,"maroubra, new south wales, australia",38.0
14195,"hannover, niedersachsen, germany",33.0
14196,"baia mare, maramures, romania",23.0
14197,"los angeles, california, usa",29.0
14198,"pasadena, california, usa",44.0
14200,"lisboa, lisboa, portugal",26.0
14201,"houston, texas, usa",44.0
14203,"lake munmorah, new south wales, australia",76.0
14205,"cádiz, alberta, spain",40.0
14211,"vancouver, british columbia, canada",33.0
14212,"americus, georgia, usa",46.0
14214,"cambridge, massachusetts, usa",73.0
14215,"paris, provence, france",55.0
14216,"brooklyn, new york, usa",37.0
14218,"strasshausen, bayern, germany",23.0
14219,"calw, baden-wuerttemberg, germany",25.0
14221,"london, london, united kingdom",43.0
14225,"kingwood, texas, usa",44.0
14226,"bath, england, united kingdom",36.0
14227,"sibu city, sarawak, malaysia",18.0
14228,"wichita, kansas, usa",31.0
14229,"saarlouis, saarland, greece",36.0
14230,"charlotte, north carolina, usa",30.0
14231,"berlin, berlin, germany",25.0
14232,"paris, paris, france",23.0
14237,"buenos aires, friuli venezia giulia, argentina",49.0
14239,"sydney, new south wales, australia",15.0
14244,"wickenburg, arizona, usa",58.0
14249,"clearwater, florida, usa",22.0
14254,"centreville, nova scotia, canada",43.0
14257,"trier, rheinland-pfalz, germany",34.0
14258,"erie, pennsylvania, usa",37.0
14260,"treviso, veneto, italy",25.0
14261,"walworth, new york, usa",15.0
14263,"san diego, california, usa",59.0
14264,"niles, michigan, usa",63.0
14266,"toronto, ontario, canada",71.0
14267,"bakewell, derbyshire, united kingdom",52.0
14268,"eatonville, washington, usa",65.0
14269,"bayonne, new jersey, usa",15.0
14270,"crandall, texas, usa",62.0
14272,"santa fe, new mexico, usa",33.0
14274,"london, england, united kingdom",18.0
14275,"los alamos, new mexico, usa",48.0
14277,"perth, western australia,",26.0
14278,"norwich, england, united kingdom",46.0
14282,"corpus christi, texas, usa",31.0
14283,"bishops stortford, england, united kingdom",18.0
14284,"houston, texas, usa",62.0
14285,"erial, new jersey, usa",31.0
14288,"oakland, maine, usa",52.0
14291,"lacey, washington, usa",62.0
14292,"mechancsville, virginia, usa",29.0
14294,"brisbane, queensland, australia",49.0
14295,"moline, illinois, usa",45.0
14296,"bombay, mh, india",33.0
14299,"santa barbara, california, usa",42.0
14300,"stockport, n/a, united kingdom",41.0
14301,"derby, kansas, usa",54.0
14303,"santa rosa, california, usa",48.0
14307,"andrews, texas, usa",51.0
14309,"little rock, arkansas, usa",25.0
14310,"queluz, n/a, portugal",56.0
14311,"caribou, maine, usa",49.0
14312,"carbondale, colorado, usa",36.0
14313,"winnipeg, manitoba, canada",42.0
14315,"lugano, ticino, switzerland",46.0
14316,"göteborg, västragötaland, sweden",47.0
14318,"bordeaux, gironde, france",29.0
14320,"mannheim, baden-württemberg, germany",32.0
14321,"starnberg, bayern, germany",32.0
14322,"seattle, washington, usa",39.0
14324,"calgary, alberta, canada",66.0
14325,"calgary, alberta, canada",66.0
14327,"mooroolbark, victoria, australia",25.0
14328,"graz, steiermark, austria",30.0
14331,"indian rocks beach, florida, usa",66.0
14333,"toronto, ontario, canada",49.0
14334,"savannah, georgia, usa",59.0
14336,"manchester, new hampshire, usa",28.0
14337,"winnipeg, manitoba, canada",24.0
14338,"ann arbor, michigan, usa",32.0
14339,"ladner, british columbia, canada",38.0
14340,"campbell, california, usa",39.0
14341,"chesapeake, virginia, usa",53.0
14342,"medina, ohio, usa",51.0
14344,"edmonton, alberta, canada",20.0
14346,"broken arrow, oklahoma, usa",29.0
14347,"london, london, united kingdom",46.0
14348,"fort langley, british columbia, canada",56.0
14352,"columbus, ohio, usa",53.0
14353,"winnipeg, manitoba, canada",48.0
14354,"waterloo, ontario, canada",46.0
14356,"maia, n/a, portugal",48.0
14357,"wine country, oregon, usa",45.0
14358,"toronto, ontario, canada",28.0
14361,"davis, california, usa",34.0
14363,"virginia beach, virginia, usa",49.0
14364,"lake oswego, oregon, usa",37.0
14365,"tulsa, oklahoma, usa",18.0
14368,"denver, colorado, usa",19.0
14370,"bryan, texas, usa",50.0
14373,"porto, porto, portugal",33.0
14374,"porter, maine, usa",57.0
14375,"santiago, n/a, chile",44.0
14376,"lima, lima, peru",37.0
14378,"xalapa, , mexico",34.0
14380,"barcelona, catalonia, spain",41.0
14382,"querétaro, querétaro, mexico",14.0
14384,"distrito federal, distrito federal, mexico",28.0
14385,"amsterdam, amsterdam, netherlands",36.0
14386,"el vendrell, alabama, spain",30.0
14387,"coalville, leicestershire, england, united kingdom",35.0
14388,"brasilia, distrito federal, brazil",22.0
14389,"puerto sagunto, valencia, spain",35.0
14390,"bielefeld, nordrhein-westfalen, germany",37.0
14391,"brussels, n/a, belgium",29.0
14395,"granada, granada, spain",21.0
14396,"edam, n/a, netherlands",46.0
14397,"lacombe, alberta, canada",41.0
14400,"birmingham, england, united kingdom",30.0
14401,"redmond, washington, usa",54.0
14402,"canberra, act, australia",16.0
14404,"dundee, scotland, united kingdom",42.0
14405,"bolton, england, united kingdom",23.0
14406,"woodford, new south wales, australia",25.0
14408,"iruña, nafarroa,",30.0
14410,"charles town, west virginia, usa",58.0
14414,"brisbane, queensland, australia",15.0
14418,"east meadow, new york, usa",47.0
14420,"columbus, ohio, usa",70.0
14421,"barcelona, catalunya, spain",34.0
14423,"austin, texas, usa",28.0
14424,"torino, piemonte, italy",23.0
14427,"arezzo, toscana, italy",20.0
14428,"eastbourne, england, united kingdom",52.0
14431,"barcelona, catalunya, spain",28.0
14432,"san jose, california, usa",49.0
14433,"gambrills, maryland, usa",57.0
14434,"chittagong, n/a, bangladesh",25.0
14435,"kl, kl, malaysia",24.0
14440,"south croydon, england, united kingdom",63.0
14443,"lisbon, n/a, portugal",24.0
14444,"jork, niedersachsen, germany",33.0
14447,"brandenburg, brandenburg, germany",25.0
14449,"saskatoon, saskatchewan, canada",72.0
14451,"lisboa, lisboa, portugal",26.0
14452,"vigo, galiza, spain",29.0
14453,"sarnia, ontario, canada",29.0
14456,"edmonton, alberta, canada",27.0
14457,"barcelona, barcelona, spain",17.0
14460,"quebec, quebec, canada",47.0
14461,"aachen, nordrhein-westfalen, germany",31.0
14463,"cagliari, sardegna, italy",27.0
14464,"paderno dugnano, lombardia, italy",24.0
14465,"palma de mallorca, baleares, spain",20.0
14466,"foggia, puglia, italy",17.0
14470,"milwaukee, wisconsin, usa",27.0
14471,"lausanne, vaud, switzerland",19.0
14472,"istanbul, ýstanbul, turkey",20.0
14473,"winnipeg, manitoba, canada",27.0
14474,"legnano, lombardia, italy",18.0
14476,"rochester, new york, usa",43.0
14478,"springwood, new south wales, australia",60.0
14479,"toronto, ontario, canada",20.0
14481,"london, england, united kingdom",39.0
14483,"plymouth, devon, united kingdom",30.0
14484,"delft, alabama, netherlands",22.0
14486,"tehran, tehran, iran",29.0
14487,"redwood city, california, usa",29.0
14488,"aachen, nordrhein-westfalen, germany",0.0
14489,"hanover, new hampshire, usa",27.0
14492,"reedsville, wisconsin, usa",35.0
14494,"chicago, illinois, usa",31.0
14495,"aljustrel, alentejo, portugal",38.0
14500,"curitiba, paraná, brazil",27.0
14501,"alabama, alabama, usa",29.0
14502,"frankfurt, hessen, germany",37.0
14504,"calgary, alberta, canada",30.0
14507,"fort lauderdale, florida, usa",26.0
14508,"pascoag, rhode island, usa",19.0
14509,"seattle, washington, usa",30.0
14510,"dundee, scotland, united kingdom",44.0
14512,"visby, bayern, sweden",27.0
14514,"london, n`a, united kingdom",18.0
14515,"lahore, punjab, pakistan",18.0
14516,"toronto, ontario, canada",25.0
14517,"guelph, ontario, canada",23.0
14518,"göteborg, göteborg, sweden",33.0
14520,"valley village, california, usa",31.0
14522,"tehran, iran, iran",25.0
14523,"mendoza, mendoza, argentina",38.0
14524,"stone ridge, ,",29.0
14525,"krefeld, nordrhein-westfalen, germany",31.0
14526,"santander, cantabria, spain",33.0
14527,"manhattan, kansas, usa",24.0
14530,"tehran, tehran, iran",28.0
14531,"parets del valles, barcelona, spain",44.0
14532,"aveiro, n/a, portugal",0.0
14533,"st helier, n/a, jersey",37.0
14534,"rush, new york, usa",57.0
14535,"ft hood, texas, usa",37.0
14538,"fairbanks, alaska, usa",14.0
14539,"alor setar,, maine, malaysia",27.0
14540,"athens, n/a, greece",32.0
14541,"mislata, valencia, spain",17.0
14542,"berkeley, california, usa",24.0
14543,"coimbra, coimbra, portugal",20.0
14546,"houston, texas, usa",41.0
14547,"tianjin, n/a, china",49.0
14548,"surabaya, n/a, indonesia",34.0
14549,"hayward, california, usa",32.0
14551,"alicante, n/a, spain",48.0
14553,"la pobla de vallbona, valencia, spain",24.0
14554,"palazzolo acreide, sicilia, italy",35.0
14558,"melbourne, victoria, australia",61.0
14559,"lima, lima, peru",33.0
14560,"cohasset, massachusetts, usa",14.0
14561,"casoria, campania, italy",23.0
14562,"aschaffenburg, bayern, germany",39.0
14564,"madrid, madrid, spain",24.0
14565,"madrid, madrid, spain",24.0
14566,"bs as, capital federal, argentina",17.0
14569,"melbourne, victoria, australia",32.0
14570,"spokane, washington,",21.0
14571,"east lansing, michigan, usa",37.0
14573,"newburgh, new york, usa",19.0
14574,"cádiz, andalucía, spain",21.0
14575,"navarre, florida, usa",21.0
14576,"munich, bayern, germany",36.0
14578,"viseu, viseu, portugal",15.0
14579,"aschaffenburg, bayern, germany",34.0
14582,"san diego, california, usa",21.0
14584,"atlanta, georgia, usa",39.0
14585,"seattle, washington, usa",21.0
14587,"salem, oregon, usa",22.0
14588,"cottageville, south carolina, usa",21.0
14589,"wroclaw, lower silesia, poland",1.0
14590,"waverly, tennessee, usa",49.0
14591,"gelterkinden, n/a, switzerland",46.0
14593,"new port richey, florida, usa",33.0
14594,"kitzbuehel, tirol, austria",29.0
14596,"irving, texas, usa",46.0
14597,"newcastle, new south wales, australia",57.0
14599,"carbuna, ialoveni, moldova",24.0
14601,"christchurch, alabama, new zealand",2.0
14603,"asas, ontario, canada",18.0
14608,"frederiksberg, n/a, denmark",31.0
14609,"aviles, asturias, spain",23.0
14610,"sassari, sardegna, italy",33.0
14611,"sads, dsfd, spain",29.0
14614,"cheshire, connecticut, usa",27.0
14615,"cairns, queensland, australia",59.0
14617,"dortmund, ,",38.0
14618,"mijas costa, málaga, spain",16.0
14619,"getxo, euskal herria, spain",28.0
14620,"leioa, euskal herria, spain",28.0
14622,"tehran, west virginia, iran",29.0
14624,"gijon, asturias, spain",25.0
14625,"gijon, asturias, spain",25.0
14626,"westbury, new york, usa",24.0
14627,"paris, paris, france",29.0
14629,"girona, catalunya, spain",22.0
14630,"saskatoon, saskatchewan, canada",13.0
14632,"adelaide, south australia, australia",46.0
14633,"valladolid, valladolid, spain",24.0
14634,"paris, n/a, romania",30.0
14636,"pace, florida, usa",55.0
14637,"petrinja, n/a, croatia",21.0
14638,"roquemaure, languedoc roussillon, france",33.0
14639,"bilbao, vizcaya, spain",47.0
14640,"aliso viejo, california, usa",14.0
14641,"crawfordville, florida, usa",17.0
14642,"tübingen, baden-wuerttemberg, germany",25.0
14643,"sydney, new south wales, australia",18.0
14646,"sao paulo, sp, brazil",27.0
14648,"sydney, new south wales, australia",14.0
14652,"cardiff, united kingdom, united kingdom",18.0
14655,"willow street, pennsylvania, usa",16.0
14656,"newcastle, nsw, australia",25.0
14659,"bay, arkansas, usa",31.0
14660,"hfct, wyoming, india",36.0
14665,"brooklyn, new york, usa",36.0
14666,"bordeaux, aquitaine, france",18.0
14671,"gainesville, florida, usa",22.0
14672,"napier, hawke`s bay, new zealand",27.0
14673,"leesburg, virginia, usa",16.0
14674,"winston-salem, north carolina, usa",27.0
14675,"renton, washington, usa",37.0
14677,"louisville, kentucky, usa",18.0
14680,"lisboa, n/a, portugal",21.0
14681,"griffin, georgia, usa",18.0
14682,"notasulga, alabama, usa",24.0
14683,"london, ontario, canada",30.0
14685,"gulfport, mississippi, usa",30.0
14687,"burlington, ontario, canada",21.0
14688,"little trou, quebec, canada",13.0
14689,"hollywood, florida, usa",32.0
14690,"fort wayne, indiana, usa",53.0
14691,"las vegas, nevada, usa",30.0
14692,"parma, ohio, usa",30.0
14693,"ragina, saskatchewan, canada",34.0
14694,"cincinnati, ohio, usa",55.0
14695,"townsville, queensland, australia",14.0
14696,"nanaimo, british columbia, canada",19.0
14697,"lutcher, louisiana, usa",38.0
14699,"baguio city, baguio colleges foundation benguet, philippines",16.0
14700,"williamsburg, virginia, usa",19.0
14701,"bonn, nordrhein-westfalen, germany",33.0
14703,"kalgoorlie, western australia, australia",17.0
14704,"honolulu, hawaii, usa",18.0
14705,"new territories, n/a, hong kong",16.0
14706,"carson city, nevada, usa",21.0
14708,"orwell, new york, usa",19.0
14710,"minonk, illinois, usa",18.0
14711,"winnipeg, manitoba, canada",22.0
14712,"maryville, missouri, usa",22.0
14713,"fort payne, alabama, usa",21.0
14714,"remscheid, nordrhein-westfalen, germany",19.0
14715,"townsend, delaware, usa",19.0
14716,"dunedin, otago, new zealand",16.0
14719,"islamabad, islamabad, pakistan",20.0
14720,"dekalb, illinois, usa",22.0
14721,"mountain view, california, usa",60.0
14722,"miramar beach, florida, usa",37.0
14725,"toronto, ontario, canada",25.0
14727,"brighton, england, united kingdom",27.0
14728,"new york, new york, usa",23.0
14730,"st. louis, missouri, usa",46.0
14731,"stanton, texas, usa",49.0
14734,"noida, utter pradesh, india",30.0
14735,"lucknow, uttar pradesh, india",22.0
14736,"bhubaneswar, orissa, india",18.0
14737,"manama, na, bahrain",38.0
14738,"new delhi, delhi, india",22.0
14740,"nycity, new york, usa",19.0
14741,"torres novas, santarém, portugal",28.0
14742,"rome, lazio, italy",27.0
14744,"corry, pennsylvania, usa",27.0
14745,"kilkenny, n/a, ireland",26.0
14747,"lansing, michigan, usa",34.0
14748,"douglasville, georgia, usa",25.0
14750,"oakland, california, usa",36.0
14751,"ashland, oregon, usa",63.0
14752,"ashland, oregon, usa",50.0
14753,"pinckney, michigan, usa",17.0
14756,"saskatoon, saskatchewan, canada",19.0
14757,"nsw, new south wales, australia",14.0
14758,"baton rouge, louisiana, usa",18.0
14760,"columbus, north carolina, usa",60.0
14764,"lacey, washington, usa",14.0
14766,"whitney point, new york, usa",16.0
14768,"corvallis, oregon, usa",24.0
14770,"bethlehem, new hampshire, usa",19.0
14772,"scottsdale, arizona, usa",21.0
14774,"jemison, alabama, usa",52.0
14775,"baton rouge, louisiana, usa",17.0
14779,"burgos, burgos, spain",15.0
14781,"gresham, oregon, usa",19.0
14782,"thunder bay, ontario, canada",19.0
14785,"auckland, auckland, new zealand",40.0
14786,"long grove, illinois, usa",20.0
14787,"leicester, england, united kingdom",39.0
14788,"coudersport, pennsylvania, usa",19.0
14791,"harrodsburg, kentucky, usa",16.0
14792,"washington d.c, dc, usa",18.0
14793,"huntington, west virginia, usa",23.0
14795,"langham, sk, saskatchewan, canada",16.0
14796,"lexington, kentucky, usa",17.0
14798,"virginia beach, virginia, usa",56.0
14799,"raleigh, north carolina, usa",46.0
14801,"hamilton, ontario, canada",23.0
14802,"riverside, california, usa",21.0
14803,"arlington, texas, usa",20.0
14807,"portland, maine, usa",23.0
14808,"madison, wisconsin, usa",41.0
14810,"seneca, pennsylvania, usa",35.0
14811,"baltimore, maryland, usa",55.0
14812,"maple ridge, british columbia, canada",35.0
14813,"north adelaide, south australia, australia",57.0
14814,"chino hills, california, usa",18.0
14815,"cedar rapids, iowa, usa",17.0
14817,"worthing, england, united kingdom",48.0
14820,"atlanta, georgia, usa",24.0
14823,"elkton, kentucky, usa",62.0
14825,"richmond, texas, usa",15.0
14828,"centreville, virginia, usa",30.0
14829,"ashmore, queensland, australia",61.0
14832,"eberbach, bayern, germany",34.0
